No., inpainting\100012_1948-07-03_2008.jpg
No., inpainting\100039_1904-12-07_1982.jpg
No., inpainting\100097_1968-03-23_2010.jpg
No., inpainting\1001231_1981-01-30_2014.jpg
Yes, inpainting\1001319_1920-11-30_1950.jpg
No., inpainting\100131_1926-09-06_1986.jpg
No., inpainting\1001441_1978-06-24_2005.jpg
Yes, inpainting\100156_1920-04-07_1988.jpg
Yes., inpainting\1002427_1966-05-28_2000.jpg
No., inpainting\1002441_1952-01-03_2007.jpg
No., inpainting\100285_1949-11-08_2007.jpg
No., inpainting\1002871_1954-03-26_2007.jpg
No., inpainting\1002980_1966-01-31_2012.jpg
No., inpainting\100339_1931-07-10_2010.jpg
Yes, inpainting\1003449_1920-08-10_1970.jpg
No., inpainting\100397_1902-01-09_2003.jpg
No., inpainting\1004027_1979-05-25_2010.jpg
No., inpainting\100405_1948-08-20_2010.jpg
No., inpainting\1004078_1979-09-15_2007.jpg
No., inpainting\1004429_1981-02-13_2007.jpg
Yes, inpainting\1004854_1937-12-29_1961.jpg
No., inpainting\10049_1945-03-30_2008.jpg
No., inpainting\100506_1951-04-13_2008.jpg
Yes, inpainting\1005079_1937-09-06_2010.jpg
No., inpainting\1005131_1955-07-06_2005.jpg
No, inpainting\1005258_1960-01-10_2013.jpg
No., inpainting\1005525_1937-08-20_2008.jpg
No., inpainting\1005947_1968-04-18_2007.jpg
No., inpainting\1006407_1980-07-07_2005.jpg
No., inpainting\100692_1954-12-28_2000.jpg
No., inpainting\1007636_1968-12-17_2012.jpg
No., inpainting\1007709_1922-04-15_1967.jpg
No., inpainting\1007764_1947-12-21_2007.jpg
No., inpainting\1007767_1899-12-14_1970.jpg
No., inpainting\1008283_1958-06-17_2009.jpg
Yes, inpainting\1008501_1971-10-09_2010.jpg
Yes., inpainting\1008506_1974-09-19_2015.jpg
No., inpainting\1008763_1978-06-21_2009.jpg
No., inpainting\1008840_1938-04-10_1976.jpg
No., inpainting\1008884_1929-06-26_2003.jpg
No., inpainting\1008905_1962-09-18_2010.jpg
No., inpainting\100936_1944-05-25_2012.jpg
No., inpainting\1010162_1982-01-09_2009.jpg
No., inpainting\1010217_1940-11-23_2009.jpg
Yes, inpainting\1010510_1902-01-29_2001.jpg
No., inpainting\1010877_1973-10-16_2007.jpg
No., inpainting\1011310_1897-10-02_1957.jpg
No., inpainting\1012020_1978-01-28_2012.jpg
No., inpainting\1012032_1974-06-14_2009.jpg
No., inpainting\101249_1924-12-25_1959.jpg
Yes., inpainting\1012944_1958-01-23_2002.jpg
No., inpainting\1013073_1978-05-24_2010.jpg
No., inpainting\1013349_1943-12-09_2008.jpg
No., inpainting\101393_1967-10-04_2012.jpg
Yes, inpainting\1014142_1964-01-02_2005.jpg
No., inpainting\1014469_1972-02-20_2011.jpg
No., inpainting\1014944_1942-05-20_1964.jpg
No, inpainting\1015709_1980-10-31_2010.jpg
No., inpainting\1015843_1970-01-18_2015.jpg
Yes, inpainting\1016364_1919-10-01_1954.jpg
No., inpainting\1016409_1981-02-25_2014.jpg
No., inpainting\1016686_1913-08-23_1953.jpg
No., inpainting\1017615_1981-05-02_2010.jpg
No., inpainting\1017_1926-06-03_1979.jpg
No., inpainting\1018235_1962-12-09_2012.jpg
Yes, inpainting\101865_1900-02-04_1961.jpg
Yes, inpainting\1018774_1967-05-17_2008.jpg
No., inpainting\1019053_1979-02-28_2006.jpg
No., inpainting\1019323_1973-08-12_2003.jpg
No., inpainting\1019343_1961-06-10_2011.jpg
Yes, inpainting\1019698_1931-06-14_2012.jpg
No., inpainting\1020389_1975-09-25_2014.jpg
No., inpainting\1020746_1928-06-19_1977.jpg
